title,link,cited,relatedLink,position,numOfVersions,publishedData,snippet
"The Speed, Precision and Accuracy of Human Multisensory Perception following Changes to the Visual Sense",https://discovery.ucl.ac.uk/id/eprint/1508508/,,"https://scholar.google.com/scholar?q=related:E7fhcufL1y4J:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",339,All 3 versions,SE Garcia - 2016 - discovery.ucl.ac.uk,"… prosthesis (having been blinded by a retinal degenerative disease) could use this … 49
1.4.2 Reduced multisensory interactions in late blind ..... 53 … The next sections will review
studies that have assessed the impact of blindness on non-visual … 
"
Global processing in amblyopia: a review,https://www.frontiersin.org/articles/10.3389/fpsyg.2014.00583/full,Cited by 82,"https://scholar.google.com/scholar?q=related:ymXP9q8sWJgJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",340,All 11 versions,"LM Hamm, J Black, S Dai, B Thompson - Frontiers in Psychology, 2014 - frontiersin.org","… For example, stereoscopic depth perception is often impaired or absent (Agrawal et al., 2006 …
some visual input (monocular congenital cataract) is better than none (bilateral congenital cataract) …
Similar to global motion, global form perception requires the integration of local cues … 
"
Integrative neuronal functions in deafness,https://link.springer.com/chapter/10.1007/2506_2013_6,Cited by 5,"https://scholar.google.com/scholar?q=related:ehmZ7iZ763kJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",341,All 3 versions,"A Kral, P Baumhoff, RK Shepherd - Deafness, 2013 - Springer","… decrease in synaptic plasticity, reduced top-down control of perception and learning … the substrate
for extracting binaural cues is rudimentarily preserved in congenital deafness, the … findings
demonstrating more uniform poststimulus time histograms in congenitally deaf cats and … 
"
Neuroscience of cognitive development,https://onlinelibrary.wiley.com/doi/abs/10.1002/9780470939413,Cited by 200,"https://scholar.google.com/scholar?q=related:qRMEdT5F8fIJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",342,All 7 versions,"CA Nelson, M De Haan… - … and the developing brain …, 2006 - Wiley Online Library","… 2. Cognitive, Perception, and Language, sixth edition, Hoboken, NJ: Wiley … The construction and
development of the human brain occurs over a very protracted period of time … gives rise to the
central (brain and spinal cord) and peripheral nervous system; the sensory epithelia of … 
"
"Characterization, passive and active treatment in strabismic amblyopia: a narrative review",http://rua.ua.es/dspace/handle/10045/108113,,,343,,"M Milla Baños, DP Piñero - 2020 - rua.ua.es","… inducing an abnormal entry of visual information due to corneal lesions, congenital cataracts
and … also necessary to transform the information coming from each one in a three-dimensional
perception … of the deviation, with both eyes having the same point of monocular direction … 
"
A different way to combine direct perception with intersensory interaction,http://search.proquest.com/openview/088262c199c612c24e982d5fa9205e01/1?pq-origsite=gscholar&cbl=47829,,"https://scholar.google.com/scholar?q=related:g07tLvo87sQJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",344,All 4 versions,"T Mergner, W Becker - Behavioral and Brain Sciences, 2001 - search.proquest.com","… channels for which signals must be comparcd; rather they constitute a single binocular system”
(Jones & … In the McGurk effect, the influence of sight upon what is heard is believed to … within
traditional views it is widely hypothe- sized that the referents for perception are properties … 
"
Sensory Substitution for Wounded Servicemembers,https://apps.dtic.mil/sti/citations/ADA508807,Cited by 1,"https://scholar.google.com/scholar?q=related:mcBUtPVi7FgJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",345,All 5 versions,A Raj - 2009 - apps.dtic.mil,"… Sensory loss resulting from congenital defect, environmental exposure or trauma can be … For
instance, the blind do not always turn on room lights and, while they can easily learn to … Page
10. used by sighted individuals. In particular, touching a recently blinded … 
"
Cortical plasticity in cochlear implant users,https://www.researchgate.net/profile/Ling_Chia_Chen/publication/312383271_Cortical_plasticity_in_cochlear_implant_users/links/587cc28808ae4445c06b1f29/Cortical-plasticity-in-cochlear-implant-users.pdf,,"https://scholar.google.com/scholar?q=related:jElVmKDrv4UJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",346,All 2 versions,LC Chen - 2016 - researchgate.net,"… The depth of the insertion is limited by the decreasing space of scala tympani from … In cases of
congenital or early pre-lingual deafness, several studies have suggested that early CI … Congenitally
deaf cats were found to be better at localization in peripheral visual fields and have … 
"
New criteria of indication and selection of patients to cochlear implant,https://www.hindawi.com/journals/ijoto/2011/573968/abs/,Cited by 97,"https://scholar.google.com/scholar?q=related:vgPLUiwnM0EJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",347,All 15 versions,"ALL Sampaio, MFS Araújo… - International journal of …, 2011 - hindawi.com","… discussed, accounting for 30–40% and it is characterized by severe to profound congenital hear-
ing … peripheral vision, and central acuity in the first decade of life leading to blind- ness by … in 1
in 40,000 live births and responsible by 2–5% of all congenitally deafened children [59 … 
"
Effect of Early Visual Experience on the Development of Certain Perceptual,https://books.google.com/books?hl=en&lr=&id=OfjlBwAAQBAJ&oi=fnd&pg=PA37&dq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&ots=tiYr_33Hjo&sig=S4AkfLgABrjb0iBJY47BIA3F8CE,,"https://scholar.google.com/scholar?q=related:yxeShGEQ2MQJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",348,,"DE MITCHELL - Perception and Experience, 2013 - books.google.com","… there is a great deal of variability with respect to postoperative visual rehabilitation after congenital
blindness … and Warrington, 1974) was of a young woman who had been blinded by a … Using a
single-blind procedure and a sampling technique similar to that employed by Stryker … 
"
Deficient motion perception in the fellow eye of amblyopic children,https://www.sciencedirect.com/science/article/pii/S0042698905000283,Cited by 112,"https://scholar.google.com/scholar?q=related:WAe6_-7EbzMJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",349,All 8 versions,"CS Ho, DE Giaschi, C Boden, R Dougherty, R Cline… - Vision research, 2005 - Elsevier","… visual pathway, such as area V5/MT, are less vulnerable to unequal monocular visual input … As
the displacement level became higher, the perception of smooth apparent motion became faster …
we looked at the 10 amblyopic subjects with moderate-to-severe depth of amblyopia … 
"
Neuronal populations in the occipital cortex of the blind synchronize to the temporal dynamics of speech,https://elifesciences.org/articles/31640,Cited by 13,"https://scholar.google.com/scholar?q=related:bo9GZiTZrl4J:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",350,All 15 versions,"MJ Van Ackeren, FM Barbero, S Mattioni, R Bottini… - ELife, 2018 - elifesciences.org","Blind people re-purpose the brain's visual areas for tracking speech rhythm.
"
Music lessons improve auditory perceptual and cognitive performance in deaf children,https://www.frontiersin.org/articles/10.3389/fnhum.2014.00488/full,Cited by 39,"https://scholar.google.com/scholar?q=related:v8MihSOFWLEJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",351,All 15 versions,"F Rochette, A Moussard, E Bigand - Frontiers in human neuroscience, 2014 - frontiersin.org","… One of every 800 children in France is born with congenital deafness (Chen et al … Longitudinal
studies using a randomized controlled trial design and blind testers are necessary to … study provides
evidence that music may constitute a relevant tool for deaf children rehabilitation … 
"
A tongue-based tactile display for portrayal of environmental characteristics,https://books.google.com/books?hl=en&lr=&id=bvM1z29JWcUC&oi=fnd&pg=PA169&dq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&ots=ISe6goowEa&sig=2Oq7uSxXkD-N83PCXj6LZguS-20,Cited by 24,"https://scholar.google.com/scholar?q=related:x3fZP3kvI6gJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",352,,"P Bach-y-Rita, KA Kaczmarek… - Virtual and adaptive …, 2003 - books.google.com","… However, in studies with congenitally blind adolescents and adults, the emo- tional content, or
qualia … Somatosensory evoked responses—Latency differences in blind and sighted persons …
Recovery from early blindness: A case study, Experimental Psychology (Monograph No … 
"
Sound localization in early-blind human,https://www.researchgate.net/profile/Dave_Saint-Amour/publication/286507307_Sound_localization_in_early-blind_human_subjects/links/58c8182baca2723ab1693f56/Sound-localization-in-early-blind-human-subjects.pdf,,"https://scholar.google.com/scholar?q=related:Q5oRdcasTWoJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",353,,"D SaintAmour, JP Guillemot, M Lassonde, F Lepore - researchgate.net","… that the primary visual cortex is involved in Braille reading in congenitally blind subjects (Sadato …
the dorsolateral geniculate nucleus, as well as the primary visual cortex of congenital blind mole
rats … It is likely that the recruitment of the visual cortex in blind individuals performing … 
"
Visual attention in deaf humans: A neuroplasticity perspective,https://link.springer.com/chapter/10.1007/2506_2013_9,Cited by 21,"https://scholar.google.com/scholar?q=related:heLnXkq-lpgJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",354,All 5 versions,"MWG Dye, D Bavelier - Deafness, 2013 - Springer","… Deaf native signer Deafness Dorsal route Heterogeneity Motion processing Perception Peripheral
vision … 3. Fig. 3 Change blindness paradigms require observers to indicate the difference between
two rapidly … The study of visual performance in deaf humans offers a fascinating … 
"
Educating the blind brain: a panorama of neural bases of vision and of training programs in organic neurovisual deficits,https://www.frontiersin.org/articles/10.3389/fnint.2014.00089/full,Cited by 8,"https://scholar.google.com/scholar?q=related:Yt4gHALuVSkJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",355,All 12 versions,"OA Coubard, M Urbanski, C Bourlon… - Frontiers in integrative …, 2014 - frontiersin.org","… Vergence is a movement of the eyes in depth, which can be step as saccades … concerns only direct
fibers of optic chiasma, it results in monocular nasal blindness (see Figure … be visual but
supramodal as evidenced by functional brain imaging of congenitally blind patients (Striem … 
"
A study of verbal memory in severe visual impairment: Potential plasticity and pathways in learning,http://search.proquest.com/openview/6285cc187dd34be561f365f0d79f6d22/1?pq-origsite=gscholar&cbl=18750&diss=y,Cited by 1,"https://scholar.google.com/scholar?q=related:r1SYBI-By-MJ:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",356,All 2 versions,DL Luxenberg - 2004 - search.proquest.com,"… Further investigation is needed to determine if auditory compensation occurs after severe,
congenital VI … groups of students who are sighted and congenitally blind based on a variety of …
Brambring, 1998; XlVth Int'l Seminar on Preschool Blind, 1990; Morgan, 1995) … 
"
Early sensory experience influences the development of multisensory thalamocortical and intracortical connections of primary sensory cortices,https://link.springer.com/article/10.1007/s00429-017-1549-1,Cited by 18,"https://scholar.google.com/scholar?q=related:xUhHMhFVQh8J:scholar.google.com/&scioq=congenital+blind+AND+(depth+perception+OR+sight+restoration+OR+monocular+cues+OR+binocular+cues+OR+critical+period+OR+Sensory+recovery+OR+brain+plasticity)&hl=en&as_sdt=0,5&as_ylo=2000&as_yhi=2020",357,All 10 versions,"JU Henschke, AM Oelschlegel, F Angenstein… - Brain Structure and …, 2018 - Springer","… early sensory deprivation have translational implications for the therapy of developmental hearing
loss, blindness, and sensory … At birth, M. gerbils are deaf and blind (Souter et al … did not show any
sign of acoustic responses, ie, which were obviously completely deaf, were used … 
"
